"","CALENDAR_YEAR","COVERAGE_TYPE","VESSEL_TYPE","GEAR_TYPE","MANAGEMENT_PROGRAM_CODE","NMFS_REGION","TOTAL_DAYS","TOTAL_CRUISES","TOTAL_OBSERVERS","DISTINCT_OBSERVER_ASSIGNMENTS","TOTAL_STATEMENTS","TOTAL_INCIDENTS","FACTOR_GROUP","ALL_OTHER_STATEMENT_TYPES_1000_DEPLOYED_DAYS","COAST_GUARD_1000_DEPLOYED_DAYS","LIMITED_ACCESS_PROGRAMS_1000_DEPLOYED_DAYS","OLE_PRIORITY_INTER_PERSONAL_1000_DEPLOYED_DAYS","OLE_PRIORITY_SAFETY_AND_DUTIES_1000_DEPLOYED_DAYS","PROTECTED_RESOURCE_AND_PROHIBITED_SPECIES_1000_DEPLOYED_DAYS","ALL_OTHER_STATEMENT_TYPES_90_DEPLOYED_DAYS","COAST_GUARD_90_DEPLOYED_DAYS","LIMITED_ACCESS_PROGRAMS_90_DEPLOYED_DAYS","OLE_PRIORITY_INTER_PERSONAL_90_DEPLOYED_DAYS","OLE_PRIORITY_SAFETY_AND_DUTIES_90_DEPLOYED_DAYS","PROTECTED_RESOURCE_AND_PROHIBITED_SPECIES_90_DEPLOYED_DAYS","ALL_OTHER_STATEMENT_TYPES_CRUISE","COAST_GUARD_CRUISE","LIMITED_ACCESS_PROGRAMS_CRUISE","OLE_PRIORITY_INTER_PERSONAL_CRUISE","OLE_PRIORITY_SAFETY_AND_DUTIES_CRUISE","PROTECTED_RESOURCE_AND_PROHIBITED_SPECIES_CRUISE","ALL_OTHER_STATEMENT_TYPES_ASSIGNMENT","COAST_GUARD_ASSIGNMENT","LIMITED_ACCESS_PROGRAMS_ASSIGNMENT","OLE_PRIORITY_INTER_PERSONAL_ASSIGNMENT","OLE_PRIORITY_SAFETY_AND_DUTIES_ASSIGNMENT","PROTECTED_RESOURCE_AND_PROHIBITED_SPECIES_ASSIGNMENT"
"11",2019,"FULL","CP/MS","POT","CDQ","BSAI",148,6,6,6,5.44555353901996,7.8929219600726,"FULLCP/MSPOTCDQBSAI",9.77338500024525,30.7548928238583,3.02275960170697,9.77951635846373,NA,NA,0.879604650022073,2.76794035414725,0.272048364153627,0.880156472261736,NA,NA,0.24107683000605,0.758620689655172,0.0745614035087719,0.241228070175439,NA,NA,0.24107683000605,0.758620689655172,0.0745614035087719,0.241228070175439,NA,NA
"12",2019,"FULL","CP/MS","POT","OA","BSAI",148,10,10,10,3,3,"FULLCP/MSPOTOABSAI",6.75675675675676,6.75675675675676,6.75675675675676,NA,NA,NA,0.608108108108108,0.608108108108108,0.608108108108108,NA,NA,NA,0.1,0.1,0.1,NA,NA,NA,0.1,0.1,0.1,NA,NA,NA
"13",2019,"FULL","CP/MS","PTR","AFA","BSAI",4850,108,97,113,159.195345937098,1850.01183811047,"FULLCP/MSPTRAFABSAI",39.3574770248401,28.0417630961952,233.405533858052,7.84733436889723,4.83660388697472,67.9570275816319,3.54217293223561,2.52375867865757,21.0064980472247,0.706260093200751,0.435294349827725,6.11613248234687,1.76744225528217,1.25928287978284,10.481637400107,0.352403441566218,0.217199341220624,3.05177392380476,1.68923684575641,1.20356239837652,10.0178481346155,0.336810368930545,0.207588750901127,2.91673967938862
"14",2019,"FULL","CP/MS","PTR","CDQ","BSAI",1248,66,61,67,29.4001596808794,121.482543912003,"FULLCP/MSPTRCDQBSAI",38.5546766262222,21.2274286906453,22.4224044779216,3.95867653112856,2.03723649693317,9.14135915792099,3.46992089636,1.91046858215808,2.01801640301294,0.356280887801571,0.183351284723986,0.822722324212889,0.729033885295838,0.401391378877656,0.423987284673426,0.0748549744067947,0.0385222901238273,0.172854791349779,0.718152782530228,0.395400462775005,0.417659116245465,0.0737377359828127,0.0379473305697403,0.170274869090827
"15",2019,"FULL","CV","NPT","OA","BSAI",385,22,20,22,11.9419614555216,49.217772870004,"FULLCVNPTOABSAI",58.4391964702366,31.5329294888607,NA,16.9048289172128,NA,20.9614162146094,5.2595276823213,2.83796365399746,NA,1.52143460254915,NA,1.88652745931485,1.02268593822914,0.551826266055062,NA,0.295834506051224,NA,0.366824783755665,1.02268593822914,0.551826266055062,NA,0.295834506051224,NA,0.366824783755665
"16",2019,"FULL","CV","NPT","RPP","GOA",523,37,36,52,32.5397854986137,102.500019015097,"FULLCVNPTRPPGOA",119.717928759264,9.95313515500413,2.97429360526875,2.02971025150757,47.3220851805938,13.9875870389873,10.7746135883338,0.895782163950372,0.267686424474187,0.182673922635682,4.25898766625344,1.25888283350886,1.69222910111068,0.140688910434248,0.042042042042042,0.0286902286902287,0.668904068904069,0.197716433010551,1.20408609117491,0.100105570885907,0.0299145299145299,0.020414201183432,0.475950972104818,0.140682846565199
"17",2019,"FULL","CV","PTR","AFA","BSAI",8547,234,189,281,204.13189062308,682.286848439367,"FULLCVPTRAFABSAI",55.1530615480597,9.91204979642047,2.10600210600211,3.52792550934966,1.999801999802,7.12880013541305,4.96377553932538,0.892084481677843,0.18954018954019,0.317513295841469,0.17998217998218,0.641592012187175,2.01450092756952,0.362043972692332,0.0769230769230769,0.128859740719707,0.0730440499671269,0.260383994689638,1.67755593256678,0.301488575124576,0.0640569395017794,0.107306688001465,0.0608267177662195,0.216832223335855
"18",2019,"FULL","CV","PTR","RPP","GOA",255,36,33,43,20.3863624227845,51.9953596755317,"FULLCVPTRRPPGOA",166.647904182734,11.5138935322184,1.74291938997821,1.08597285067873,20.2283990519285,2.68428226905736,14.9983113764461,1.03625041789966,0.156862745098039,0.097737556561086,1.82055591467356,0.241585404215162,1.1804226546277,0.0815567458532138,0.0123456790123457,0.00769230769230769,0.143284493284493,0.0190136660724896,0.988260827130166,0.0682800662957139,0.0103359173126615,0.00644007155635063,0.119959110656785,0.0159184181072006
"19",2019,"FULL","PLANT"," ","AFA","BSAI",2441,64,61,66,52,713,"FULLPLANT AFABSAI",224.907824662024,1.22900450634986,1.22900450634986,9.01269971323228,35.2314625153626,20.4834084391643,20.2417042195821,0.110610405571487,0.110610405571487,0.811142974190905,3.17083162638263,1.84350675952478,8.578125,0.046875,0.046875,0.34375,1.34375,0.78125,8.31818181818182,0.0454545454545455,0.0454545454545455,0.333333333333333,1.3030303030303,0.757575757575758
"20",2019,"PARTIAL","CV","HAL","CDQ","BSAI",30,5,5,5,2,5,"PARTIALCVHALCDQBSAI",33.3333333333333,NA,NA,NA,NA,133.333333333333,3,NA,NA,NA,NA,12,0.2,NA,NA,NA,NA,0.8,0.2,NA,NA,NA,NA,0.8
"21",2019,"PARTIAL","CV","HAL","IFQ","BSAI",200,20,17,26,4.96898790864308,31.440578817734,"PARTIALCVHALIFQBSAI",86.1684113300493,1.03448275862069,63.75,NA,NA,6.25,7.75515701970443,0.0931034482758621,5.7375,NA,NA,0.5625,0.861684113300493,0.0103448275862069,0.6375,NA,NA,0.0625,0.662833933308071,0.00795755968169761,0.490384615384615,NA,NA,0.0480769230769231
"22",2019,"PARTIAL","CV","HAL","IFQ","GOA",1587,76,50,244,82.5881216484665,249.193453816299,"PARTIALCVHALIFQGOA",50.3548650792963,6.62322127676407,37.3345935727788,0.630119722747322,5.6710775047259,56.4078328728612,4.53193785713667,0.596089914908766,3.36011342155009,0.056710775047259,0.510396975425331,5.07670495855751,1.05148909053741,0.138303317976639,0.779605263157895,0.0131578947368421,0.118421052631579,1.17788461538462,0.327512995413292,0.0430780826484614,0.242827868852459,0.00409836065573771,0.0368852459016393,0.36688209331652
"23",2019,"PARTIAL","CV","HAL","OA","BSAI",11,3,3,4,0,0,"PARTIALCVHALOABSAI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2019,"PARTIAL","CV","HAL","OA","GOA",37,8,8,9,4,19,"PARTIALCVHALOAGOA",54.0540540540541,NA,NA,NA,27.027027027027,432.432432432432,4.86486486486486,NA,NA,NA,2.43243243243243,38.9189189189189,0.25,NA,NA,NA,0.125,2,0.222222222222222,NA,NA,NA,0.111111111111111,1.77777777777778
"25",2019,"PARTIAL","CV","NPT","OA","BSAI",248,23,22,32,16.1470588235294,53.9705882352941,"PARTIALCVNPTOABSAI",123.576850094877,17.4335863377609,NA,4.03225806451613,24.1935483870968,48.3870967741935,11.1219165085389,1.56902277039848,NA,0.362903225806452,2.17741935483871,4.35483870967742,1.33248081841432,0.187979539641944,NA,0.0434782608695652,0.260869565217391,0.521739130434783,0.957720588235294,0.135110294117647,NA,0.03125,0.1875,0.375
"26",2019,"PARTIAL","CV","NPT","OA","GOA",303,44,29,70,31.3715294367468,60.8330678982853,"PARTIALCVNPTOAGOA",55.4608574410555,9.9009900990099,NA,19.5149949777586,19.8019801980198,96.0903782685961,4.99147716969499,0.891089108910891,NA,1.75634954799828,1.78217821782178,8.64813404417365,0.381923631923632,0.0681818181818182,NA,0.134387351778656,0.136363636363636,0.661713286713287,0.240066282923426,0.0428571428571429,NA,0.084472049689441,0.0857142857142857,0.415934065934066
"27",2019,"PARTIAL","CV","POT","CDQ","BSAI",20,3,3,3,0,0,"PARTIALCVPOTCDQBSAI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",2019,"PARTIAL","CV","POT","IFQ","BSAI",16,4,4,4,4,16,"PARTIALCVPOTIFQBSAI",250,NA,625,NA,125,NA,22.5,NA,56.25,NA,11.25,NA,1,NA,2.5,NA,0.5,NA,1,NA,2.5,NA,0.5,NA
"29",2019,"PARTIAL","CV","POT","IFQ","GOA",122,17,16,18,8.27195027195027,10.2719502719503,"PARTIALCVPOTIFQGOA",40.9008113926147,10.5086170659941,32.7868852459016,NA,NA,NA,3.68107302533532,0.94577553593947,2.95081967213115,NA,NA,NA,0.293523469994058,0.0754147812971342,0.235294117647059,NA,NA,NA,0.277216610549944,0.0712250712250712,0.222222222222222,NA,NA,NA
"30",2019,"PARTIAL","CV","POT","OA","BSAI",283,30,25,47,29,47,"PARTIALCVPOTOABSAI",123.674911660777,28.2685512367491,NA,NA,14.1342756183746,NA,11.13074204947,2.54416961130742,NA,NA,1.27208480565371,NA,1.16666666666667,0.266666666666667,NA,NA,0.133333333333333,NA,0.74468085106383,0.170212765957447,NA,NA,0.0851063829787234,NA
"31",2019,"PARTIAL","CV","POT","OA","GOA",39,7,7,7,1,1,"PARTIALCVPOTOAGOA",NA,25.6410256410256,NA,NA,NA,NA,NA,2.30769230769231,NA,NA,NA,NA,NA,0.142857142857143,NA,NA,NA,NA,NA,0.142857142857143,NA,NA,NA,NA
"32",2019,"PARTIAL","CV","PTR","OA","GOA",936,73,47,192,69.6523519106639,92.2903609604377,"PARTIALCVPTROAGOA",49.5849884990156,4.99622926093514,NA,4.36640654031958,11.7521367521368,27.9010519395135,4.46264896491141,0.449660633484163,NA,0.392976588628763,1.05769230769231,2.51109467455621,0.635774647055872,0.0640612409347301,NA,0.0559857057772484,0.150684931506849,0.357744994731296,0.241726818932701,0.0243566176470588,NA,0.021286231884058,0.0572916666666667,0.136017628205128
"33",2020,"FULL","CP/MS","HAL","CDQ","BSAI",517,26,22,26,6.43133864279026,44.4398838123838,"FULLCP/MSHALCDQBSAI",12.8279747360049,9.33731619558661,58.9112090278871,NA,2.43713733075435,2.44358478401032,1.15451772624044,0.840358457602795,5.30200881250984,NA,0.219342359767892,0.219922630560928,0.255079343789021,0.18566894127378,1.17142673336222,NA,0.0484615384615385,0.0485897435897436,0.255079343789021,0.18566894127378,1.17142673336222,NA,0.0484615384615385,0.0485897435897436
"34",2020,"FULL","CP/MS","HAL","IFQ","BSAI",33,3,3,3,0.162962962962963,1.31851851851852,"FULLCP/MSHALIFQBSAI",NA,3.59147025813692,36.3636363636364,NA,NA,NA,NA,0.323232323232323,3.27272727272727,NA,NA,NA,NA,0.0395061728395062,0.4,NA,NA,NA,NA,0.0395061728395062,0.4,NA,NA,NA
"35",2020,"FULL","CP/MS","HAL","IFQ","GOA",89,3,3,3,2.27100893997446,13.8694763729246,"FULLCP/MSHALIFQGOA",13.9480821387059,10.3118228650968,128.089887640449,NA,3.48702053467648,NA,1.25532739248353,0.928064057858711,11.5280898876404,NA,0.313831848120883,NA,0.413793103448276,0.305917411664538,3.8,NA,0.103448275862069,NA,0.413793103448276,0.305917411664538,3.8,NA,0.103448275862069,NA
"36",2020,"FULL","CP/MS","HAL","OA","BSAI",3577,71,54,73,62.1346894542723,291.372121296173,"FULLCP/MSHALOABSAI",20.7231081216496,7.30677572641028,22.3491487091368,5.87084148727984,19.6895876914772,5.5176591184419,1.86507973094846,0.657609815376926,2.01142338382231,0.528375733855186,1.77206289223294,0.496589320659771,1.04403602466395,0.368117419343234,1.12595640750116,0.295774647887324,0.991966974259349,0.277981220657277,1.01543229796083,0.358032010594104,1.0951082867477,0.287671232876712,0.964789796882381,0.270365296803653
"37",2020,"FULL","CP/MS","NPT","A80","BSAI",9902,165,136,167,217.66496318055,890.410108159516,"FULLCP/MSNPTA80BSAI",19.1604202512475,12.0951645054772,12.7957009262396,8.29786481417603,2.57983881007691,34.9932595475107,1.72443782261228,1.08856480549295,1.15161308336156,0.746807833275843,0.232185492906922,3.14939335927596,1.14985746259305,0.725856478383245,0.767897154979542,0.497972469030128,0.15482159937807,2.10001973357243,1.13608671453804,0.717163586426559,0.758700781866015,0.492008726886054,0.152967448487315,2.07486979664342
"38",2020,"FULL","CP/MS","NPT","CDQ","BSAI",1631,75,70,75,24.2710518045596,82.5001053587239,"FULLCP/MSNPTCDQBSAI",5.89976769572583,8.82126051351974,26.0587400090099,3.58868553022839,1.45367153636807,4.76040405832643,0.530979092615324,0.793913446216776,2.34528660081089,0.322981697720555,0.130830438273126,0.428436365249379,0.128300281489718,0.191833011967343,0.566690732729269,0.0780419479973668,0.0316125103442177,0.103522920255072,0.128300281489718,0.191833011967343,0.566690732729269,0.0780419479973668,0.0316125103442177,0.103522920255072
"39",2020,"FULL","CP/MS","NPT","OA","BSAI",1744,67,63,67,21.3899399574422,80.0448802791533,"FULLCP/MSNPTOABSAI",5.78916189021696,7.47697879988361,22.4678589439465,1.60670446170787,1.35529608006672,7.20129356222498,0.521024570119526,0.672928091989525,2.02210730495518,0.144603401553709,0.121976647206005,0.648116420600248,0.150691019948334,0.194624642193985,0.584835014899144,0.0418222773316199,0.0352781546811398,0.187448596604782,0.150691019948334,0.194624642193985,0.584835014899144,0.0418222773316199,0.0352781546811398,0.187448596604782
"40",2020,"FULL","CP/MS","NPT","OA","GOA",635,26,25,26,10.4034203982418,119.012496666075,"FULLCP/MSNPTOAGOA",160.525279166102,5.09356852038089,7.43247382862782,7.22009937726133,1.95139442521141,5.19843927466081,14.4472751249492,0.45842116683428,0.668922644576503,0.64980894395352,0.175625498269027,0.467859534719473,3.92052124117211,0.124400615786226,0.181523880045333,0.176337042483113,0.0476590561542018,0.126961882284985,3.92052124117211,0.124400615786226,0.181523880045333,0.176337042483113,0.0476590561542018,0.126961882284985
"41",2020,"FULL","CP/MS","NPT","RPP","GOA",298,11,11,11,5.21175569752607,8.17924728193764,"FULLCP/MSNPTRPPGOA",2.08438574968127,11.6396854738985,4.95667218268233,1.99510343774134,4.4503916756272,2.3209000103614,0.187594717471314,1.04757169265087,0.44610049644141,0.179559309396721,0.400535250806448,0.208881000932526,0.0564679048550016,0.31532966102016,0.134280755494485,0.0540491658588109,0.120565156303355,0.0628752911897906,0.0564679048550016,0.31532966102016,0.134280755494485,0.0540491658588109,0.120565156303355,0.0628752911897906
"42",2020,"FULL","CP/MS","POT","CDQ","BSAI",179,7,7,7,2,4,"FULLCP/MSPOTCDQBSAI",NA,22.3463687150838,NA,NA,NA,NA,NA,2.01117318435754,NA,NA,NA,NA,NA,0.571428571428571,NA,NA,NA,NA,NA,0.571428571428571,NA,NA,NA,NA
"43",2020,"FULL","CP/MS","POT","OA","BSAI",156,12,12,12,2,39,"FULLCP/MSPOTOABSAI",243.589743589744,6.41025641025641,NA,NA,NA,NA,21.9230769230769,0.576923076923077,NA,NA,NA,NA,3.16666666666667,0.0833333333333333,NA,NA,NA,NA,3.16666666666667,0.0833333333333333,NA,NA,NA,NA
"44",2020,"FULL","CP/MS","PTR","A80","BSAI",28,5,5,5,0.180831826401447,0.252260397830018,"FULLCP/MSPTRA80BSAI",NA,2.55102040816327,NA,NA,NA,6.45827951433738,NA,0.229591836734694,NA,NA,NA,0.581245156290364,NA,0.0142857142857143,NA,NA,NA,0.0361663652802893,NA,0.0142857142857143,NA,NA,NA,0.0361663652802893
"45",2020,"FULL","CP/MS","PTR","AFA","BSAI",5694,91,74,94,106.931904472564,407.787979771638,"FULLCP/MSPTRAFABSAI",10.6153246362155,18.3946266998208,11.4764828281093,7.13438179654935,0.702493853178785,23.2938274835688,0.955379217259397,1.65551640298387,1.03288345452983,0.642094361689441,0.0632244467860906,2.09644447352119,0.664216027237486,1.15097807064593,0.718099925530266,0.446408460984088,0.043956043956044,1.4575280625433,0.643017643389481,1.11424472796574,0.695181842800577,0.432161382442042,0.0425531914893617,1.41101120948341
"46",2020,"FULL","CP/MS","PTR","CDQ","BSAI",1364,56,50,56,19.0680955274365,59.2120202283621,"FULLCP/MSPTRCDQBSAI",1.87415067550499,13.3878266651175,1.21180848735028,4.67509534490323,NA,22.2616908420523,0.168673560795449,1.20490439986057,0.109062763861525,0.420758581041291,NA,2.0035521757847,0.0456489557390858,0.326089206628933,0.029516192441889,0.113871965186572,NA,0.542231184081416,0.0456489557390858,0.326089206628933,0.029516192441889,0.113871965186572,NA,0.542231184081416
"47",2020,"FULL","CP/MS","PTR","RPP","GOA",43,4,4,4,0.878037135278515,1.60090185676393,"FULLCP/MSPTRRPPGOA",NA,23.9972857935969,9.63975078650299,NA,3.59323915859602,NA,NA,2.15975572142372,0.867577570785269,NA,0.323391524273641,NA,NA,0.257970822281167,0.103627320954907,NA,0.0386273209549072,NA,NA,0.257970822281167,0.103627320954907,NA,0.0386273209549072,NA
"48",2020,"FULL","CV","NPT","OA","BSAI",530,31,31,33,8.91275060122951,32.1155958526089,"FULLCVNPTOABSAI",7.29518574560726,6.70327031411127,NA,11.0815838426787,3.47737168491885,32.0380522855308,0.656566717104654,0.603294328270014,NA,0.997342545841084,0.312963451642697,2.88342470569778,0.12472414339264,0.114604298918676,NA,0.189459336665152,0.0594518384840965,0.547747345526818,0.117165104399147,0.107658583832696,NA,0.17797695262484,0.0558486967577877,0.51455053670701
"49",2020,"FULL","CV","NPT","RPP","GOA",352,32,30,40,11.6532014773476,17.1262867798447,"FULLCVNPTRPPGOA",21.6212423586658,7.51466275659824,NA,16.0618792971734,1.18371212121212,2.27272727272727,1.94591181227992,0.676319648093842,NA,1.44556913674561,0.106534090909091,0.204545454545455,0.237833665945324,0.0826612903225806,NA,0.176680672268908,0.0130208333333333,0.025,0.190266932756259,0.0661290322580645,NA,0.141344537815126,0.0104166666666667,0.02
"50",2020,"FULL","CV","PTR","AFA","BSAI",9103,163,146,189,145.08724939877,760.884404147391,"FULLCVPTRAFABSAI",46.8124301389463,11.8035006847766,0.219707788641107,6.82486658940792,7.81687278995859,10.1087369316345,4.21311871250517,1.06231506162989,0.0197737009776997,0.614237993046713,0.703518551096273,0.909786323847103,2.61431626720753,0.659185685481724,0.0122699386503067,0.381145770327486,0.436545969368055,0.56453884839674,2.25467487595147,0.568504056791117,0.0105820105820106,0.328713018853864,0.376492026492027,0.486877419516765
"51",2020,"FULL","CV","PTR","RPP","GOA",378,36,31,47,12.9434371781146,23.4115283462058,"FULLCVPTRRPPGOA",40.5568760855499,3.584229390681,NA,2.49433106575964,14.7707231040564,0.529100529100529,3.65011884769949,0.32258064516129,NA,0.224489795918367,1.32936507936508,0.0476190476190476,0.425847198898274,0.0376344086021505,NA,0.0261904761904762,0.155092592592593,0.00555555555555556,0.326180833198678,0.0288263555250515,NA,0.0200607902735562,0.118794326241135,0.00425531914893617
"52",2020,"FULL","PLANT"," ","AFA","BSAI",4858,68,58,69,70.7989714377782,153.2344493609,"FULLPLANT AFABSAI",14.3567098991719,3.33885127507885,1.44092219020173,3.83796218525794,4.23268173418968,4.33557534288048,1.29210389092547,0.300496614757096,0.129682997118156,0.345416596673215,0.380941356077071,0.390201780859243,1.02566024544378,0.238531463151957,0.102941176470588,0.274188533764457,0.30238776271608,0.309738603172256,1.01079560420547,0.235074485425117,0.101449275362319,0.270214786898306,0.298005331372369,0.30524963790889
"53",2020,"FULL","PLANT"," ","OA","BSAI",149,13,10,13,2.2010285622218,3.76555063909991,"FULLPLANT OABSAI",8.42351214646223,5.23396312528159,NA,2.38375640279808,2.9371284248762,6.29379184084975,0.7581160931816,0.471056681275343,NA,0.214538076251827,0.264341558238858,0.566441265676477,0.0965464084479132,0.059989269666689,NA,0.0273215156936087,0.0336640104081965,0.0721365372528163,0.0965464084479132,0.059989269666689,NA,0.0273215156936087,0.0336640104081965,0.0721365372528163
