"","COVERAGE_TYPE","VESSEL_TYPE","GEAR_TYPE","MANAGEMENT_PROGRAM_CODE","NMFS_REGION","ALL_OTHER_STATEMENT_TYPES_1000_DEPLOYED_DAYS","COAST_GUARD_1000_DEPLOYED_DAYS","LIMITED_ACCESS_PROGRAMS_1000_DEPLOYED_DAYS","OLE_PRIORITY_INTER_PERSONAL_1000_DEPLOYED_DAYS","OLE_PRIORITY_SAFETY_AND_DUTIES_1000_DEPLOYED_DAYS","PROTECTED_RESOURCE_AND_PROHIBITED_SPECIES_1000_DEPLOYED_DAYS","ALL_OTHER_STATEMENT_TYPES_90_DEPLOYED_DAYS","COAST_GUARD_90_DEPLOYED_DAYS","LIMITED_ACCESS_PROGRAMS_90_DEPLOYED_DAYS","OLE_PRIORITY_INTER_PERSONAL_90_DEPLOYED_DAYS","OLE_PRIORITY_SAFETY_AND_DUTIES_90_DEPLOYED_DAYS","PROTECTED_RESOURCE_AND_PROHIBITED_SPECIES_90_DEPLOYED_DAYS","ALL_OTHER_STATEMENT_TYPES_CRUISE","COAST_GUARD_CRUISE","LIMITED_ACCESS_PROGRAMS_CRUISE","OLE_PRIORITY_INTER_PERSONAL_CRUISE","OLE_PRIORITY_SAFETY_AND_DUTIES_CRUISE","PROTECTED_RESOURCE_AND_PROHIBITED_SPECIES_CRUISE","ALL_OTHER_STATEMENT_TYPES_ASSIGNMENT","COAST_GUARD_ASSIGNMENT","LIMITED_ACCESS_PROGRAMS_ASSIGNMENT","OLE_PRIORITY_INTER_PERSONAL_ASSIGNMENT","OLE_PRIORITY_SAFETY_AND_DUTIES_ASSIGNMENT","PROTECTED_RESOURCE_AND_PROHIBITED_SPECIES_ASSIGNMENT"
"21","FULL","CV","Pelagic Trawl","Open Access","GOA",64.327485380117,NA,NA,NA,NA,NA,5.78947368421053,NA,NA,NA,NA,NA,0.128654970760234,NA,NA,NA,NA,NA,0.128654970760234,NA,NA,NA,NA,NA
"22","FULL","PLANT",NA,"AFA",NA,224.907824662024,1.22900450634986,1.22900450634986,9.01269971323228,35.2314625153626,20.4834084391643,20.2417042195821,0.110610405571487,0.110610405571487,0.811142974190905,3.17083162638263,1.84350675952478,8.578125,0.046875,0.046875,0.34375,1.34375,0.78125,8.31818181818182,0.0454545454545455,0.0454545454545455,0.333333333333333,1.3030303030303,0.757575757575758
"23","PARTIAL","CV","Hook-and-Line","CDQ","BSAI",31.25,NA,NA,NA,NA,125,2.8125,NA,NA,NA,NA,11.25,0.2,NA,NA,NA,NA,0.8,0.2,NA,NA,NA,NA,0.8
"24","PARTIAL","CV","Hook-and-Line","IFQ","BSAI",87.926950336785,1.05559465165377,65.0510204081633,NA,NA,6.37755102040816,7.91342553031065,0.0950035186488389,5.85459183673469,NA,NA,0.573979591836735,0.861684113300493,0.0103448275862069,0.6375,NA,NA,0.0625,0.662833933308071,0.00795755968169761,0.490384615384615,NA,NA,0.0480769230769231
"25","PARTIAL","CV","Hook-and-Line","IFQ","GOA",50.2598558999014,6.61072463284565,37.2641509433962,0.628930817610063,5.66037735849057,56.3014029995162,4.52338703099113,0.594965216956108,3.35377358490566,0.0566037735849057,0.509433962264151,5.06712626995646,1.05148909053741,0.138303317976639,0.779605263157895,0.0131578947368421,0.118421052631579,1.17788461538462,0.327512995413292,0.0430780826484614,0.242827868852459,0.00409836065573771,0.0368852459016393,0.36688209331652
"26","PARTIAL","CV","Hook-and-Line","Open Access","GOA",54.0540540540541,NA,NA,NA,27.027027027027,432.432432432432,4.86486486486486,NA,NA,NA,2.43243243243243,38.9189189189189,0.25,NA,NA,NA,0.125,2,0.222222222222222,NA,NA,NA,0.111111111111111,1.77777777777778
"27","PARTIAL","CV","Non-Pelagic Trawl","Open Access","BSAI",126.640738940204,17.8658240155566,NA,4.13223140495868,24.7933884297521,49.5867768595041,11.3976665046184,1.6079241614001,NA,0.371900826446281,2.23140495867769,4.46280991735537,1.33248081841432,0.187979539641944,NA,0.0434782608695652,0.260869565217391,0.521739130434783,0.957720588235294,0.135110294117647,NA,0.03125,0.1875,0.375
"28","PARTIAL","CV","Non-Pelagic Trawl","Open Access","GOA",55.2784204099994,9.86842105263158,NA,19.4508009153318,19.7368421052632,95.7742914979757,4.97505783689994,0.888157894736842,NA,1.75057208237986,1.77631578947368,8.61968623481781,0.381923631923632,0.0681818181818182,NA,0.134387351778656,0.136363636363636,0.661713286713287,0.236685067670983,0.0422535211267606,NA,0.0832823025107165,0.0845070422535211,0.410075839653304
"29","PARTIAL","CV","Pelagic Trawl","AFA","BSAI",NA,NA,NA,NA,NA,15.1515151515152,NA,NA,NA,NA,NA,1.36363636363636,NA,NA,NA,NA,NA,0.0227272727272727,NA,NA,NA,NA,NA,0.0227272727272727
"30","PARTIAL","CV","Pelagic Trawl","Open Access","GOA",49.958610586737,5.0338757677452,NA,4.39930734309917,11.8406889128095,27.9155720490489,4.49627495280633,0.453048819097068,NA,0.395937660878926,1.06566200215285,2.5124014844144,0.635774647055872,0.0640612409347301,NA,0.0559857057772484,0.150684931506849,0.35525433470639,0.241726818932701,0.0243566176470588,NA,0.021286231884058,0.0572916666666667,0.135070658508158
"31","PARTIAL","CV","Pot","IFQ","BSAI",250,NA,625,NA,125,NA,22.5,NA,56.25,NA,11.25,NA,1,NA,2.5,NA,0.5,NA,1,NA,2.5,NA,0.5,NA
"32","PARTIAL","CV","Pot","IFQ","GOA",41.2388346272644,10.5954651409197,33.0578512396694,NA,NA,NA,3.71149511645379,0.953591862682772,2.97520661157025,NA,NA,NA,0.293523469994058,0.0754147812971342,0.235294117647059,NA,NA,NA,0.277216610549944,0.0712250712250712,0.222222222222222,NA,NA,NA
"33","PARTIAL","CV","Pot","Open Access","BSAI",123.674911660777,28.2685512367491,NA,NA,14.1342756183746,NA,11.13074204947,2.54416961130742,NA,NA,1.27208480565371,NA,1.16666666666667,0.266666666666667,NA,NA,0.133333333333333,NA,0.74468085106383,0.170212765957447,NA,NA,0.0851063829787234,NA
"34","PARTIAL","CV","Pot","Open Access","GOA",NA,25.6410256410256,NA,NA,NA,NA,NA,2.30769230769231,NA,NA,NA,NA,NA,0.142857142857143,NA,NA,NA,NA,NA,0.142857142857143,NA,NA,NA,NA
