"","COVERAGE_TYPE","OBSERVER_ROLE","VESSEL_TYPE","GEAR_TYPE","MANAGEMENT_PROGRAM_CODE","NMFS_REGION","ALL_OTHER_STATEMENT_TYPES_1000_DEPLOYED_DAYS","COAST_GUARD_1000_DEPLOYED_DAYS","LIMITED_ACCESS_PROGRAMS_1000_DEPLOYED_DAYS","OLE_PRIORITY_INTER_PERSONAL_1000_DEPLOYED_DAYS","OLE_PRIORITY_SAFETY_AND_DUTIES_1000_DEPLOYED_DAYS","PROTECTED_RESOURCE_AND_PROHIBITED_SPECIES_1000_DEPLOYED_DAYS","ALL_OTHER_STATEMENT_TYPES_90_DEPLOYED_DAYS","COAST_GUARD_90_DEPLOYED_DAYS","LIMITED_ACCESS_PROGRAMS_90_DEPLOYED_DAYS","OLE_PRIORITY_INTER_PERSONAL_90_DEPLOYED_DAYS","OLE_PRIORITY_SAFETY_AND_DUTIES_90_DEPLOYED_DAYS","PROTECTED_RESOURCE_AND_PROHIBITED_SPECIES_90_DEPLOYED_DAYS","ALL_OTHER_STATEMENT_TYPES_CRUISE","COAST_GUARD_CRUISE","LIMITED_ACCESS_PROGRAMS_CRUISE","OLE_PRIORITY_INTER_PERSONAL_CRUISE","OLE_PRIORITY_SAFETY_AND_DUTIES_CRUISE","PROTECTED_RESOURCE_AND_PROHIBITED_SPECIES_CRUISE","ALL_OTHER_STATEMENT_TYPES_ASSIGNMENT","COAST_GUARD_ASSIGNMENT","LIMITED_ACCESS_PROGRAMS_ASSIGNMENT","OLE_PRIORITY_INTER_PERSONAL_ASSIGNMENT","OLE_PRIORITY_SAFETY_AND_DUTIES_ASSIGNMENT","PROTECTED_RESOURCE_AND_PROHIBITED_SPECIES_ASSIGNMENT"
"11","FULL","SECOND","CP/MS","Non-Pelagic Trawl","CGOA Rockfish","GOA",2.91970802919708,23.271291226899,3.10607237148626,4.54176804541768,NA,NA,0.262773722627737,2.09441621042091,0.279546513433763,0.408759124087591,NA,NA,0.0666666666666667,0.53136114968086,0.0709219858156028,0.103703703703704,NA,NA,0.0666666666666667,0.53136114968086,0.0709219858156028,0.103703703703704,NA,NA
"12","FULL","SECOND","CP/MS","Non-Pelagic Trawl","Open Access","BSAI",7.45840751335267,16.7187644431576,39.7380398248069,3.82048787754386,7.05167760297159,14.9465637318757,0.67125667620174,1.50468879988418,3.57642358423262,0.343843908978948,0.634650984267443,1.34519073586882,0.181764153473558,0.40744248161473,0.968430748323071,0.0931067045712542,0.171851994916863,0.364253293910157,0.181764153473558,0.40744248161473,0.968430748323071,0.0931067045712542,0.171851994916863,0.364253293910157
"13","FULL","SECOND","CP/MS","Non-Pelagic Trawl","Open Access","GOA",0.80509896008051,11.9230486632939,5.49579963884745,36.806828840393,NA,NA,0.0724589064072459,1.07307437969645,0.494621967496271,3.31261459563537,NA,NA,0.0155844155844156,0.230796156268046,0.106382978723404,0.712475043981893,NA,NA,0.0155844155844156,0.230796156268046,0.106382978723404,0.712475043981893,NA,NA
"14","FULL","SECOND","CP/MS","Pelagic Trawl","AFA","BSAI",42.4759846089674,28.443011870841,277.540457463159,7.08770619431851,1.93755400225189,60.4913896238304,3.82283861480707,2.55987106837569,24.9786411716843,0.637893557488666,0.17437986020267,5.44422506614474,1.76959271472613,1.18496479963605,11.5626177024482,0.295281047892117,0.0807204701277143,2.52013280839619,1.74009950281403,1.16521538630878,11.3699074074074,0.290359697093915,0.079375128958919,2.47813059492292
"15","FULL","SECOND","CP/MS","Pelagic Trawl","CDQ","BSAI",60.7334892264267,22.7266509596882,1.30138215760187,4.16545747070289,1.87067335689726,16.5308866721798,5.46601403037841,2.04539858637193,0.117124394184168,0.37489117236326,0.168360602120753,1.48777980049618,1.04427860642106,0.390772137334638,0.0223765432098765,0.0716227270656969,0.0321651891088723,0.284239412502203,1.04427860642106,0.390772137334638,0.0223765432098765,0.0716227270656969,0.0321651891088723,0.284239412502203
"16","FULL","SECOND","PLANT",NA,"AFA",NA,38.9393608203911,1.6220600162206,0.887542273026366,15.016701148088,9.58811846889706,11.8932178004076,3.5045424738352,0.145985401459854,0.079878804572373,1.35150310332792,0.862930662200735,1.07038960203669,0.941416311598867,0.0392156862745098,0.0214576396596374,0.363050833639069,0.231806864159805,0.287536030351031,0.905891167764948,0.0377358490566038,0.0206479174083304,0.349350802180991,0.223059435323586,0.27668561411137
"17","FULL","SOLE","CP/MS","Hook-and-Line","CDQ","BSAI",35.6493627385239,8.14431827125511,10.5551401225813,1.06994254012285,0.205596801827527,NA,3.20844264646715,0.73298864441296,0.94996261103232,0.0962948286110561,0.0185037121644774,NA,0.592239413236768,0.135300771280528,0.175351521391271,0.0177748518762344,0.00341555977229602,NA,0.592239413236768,0.135300771280528,0.175351521391271,0.0177748518762344,0.00341555977229602,NA
"18","FULL","SOLE","CP/MS","Hook-and-Line","IFQ","GOA",22.8780494080372,11.9985040119679,NA,3.55297157622739,NA,3.84978001257071,2.05902444672334,1.07986536107711,NA,0.319767441860465,NA,0.346480201131364,0.983756124545598,0.51593567251462,NA,0.152777777777778,NA,0.165540540540541,0.983756124545598,0.51593567251462,NA,0.152777777777778,NA,0.165540540540541
"19","FULL","SOLE","CP/MS","Hook-and-Line","Open Access","BSAI",128.619176234954,10.9244388363174,4.54450704689213,2.28521915928586,2.29828516772563,12.1574536208683,11.5757258611459,0.983199495268568,0.409005634220292,0.205669724335727,0.206845665095306,1.09417082587814,5.59298539082301,0.475047567579258,0.19761720037243,0.0993724088962184,0.0999405822935235,0.528665028665029,5.37578207467454,0.456599118352879,0.189942745989035,0.0955132862206371,0.0960593946316391,0.508134347940173
"20","FULL","SOLE","CP/MS","Hook-and-Line","Open Access","GOA",NA,41.0943062105853,NA,NA,NA,NA,NA,3.69848755895268,NA,NA,NA,NA,NA,0.678056052474657,NA,NA,NA,NA,NA,0.678056052474657,NA,NA,NA,NA
"21","FULL","SOLE","CP/MS","Non-Pelagic Trawl","Open Access","GOA",9.48228128460687,15.0732127476314,NA,NA,3.87596899224806,NA,0.853405315614618,1.35658914728682,NA,NA,0.348837209302326,NA,0.305803571428571,0.486111111111111,NA,NA,0.125,NA,0.305803571428571,0.486111111111111,NA,NA,0.125,NA
"22","FULL","SOLE","CP/MS","Pot","CDQ","BSAI",9.48183266046891,30.9641097818438,2.86430361618332,9.66702470461869,NA,NA,0.853364939442202,2.78676988036594,0.257787325456498,0.870032223415682,NA,NA,0.232304900181488,0.758620689655172,0.0701754385964912,0.236842105263158,NA,NA,0.232304900181488,0.758620689655172,0.0701754385964912,0.236842105263158,NA,NA
"23","FULL","SOLE","CP/MS","Pot","Open Access","BSAI",6.75675675675676,6.75675675675676,6.75675675675676,NA,NA,NA,0.608108108108108,0.608108108108108,0.608108108108108,NA,NA,NA,0.1,0.1,0.1,NA,NA,NA,0.1,0.1,0.1,NA,NA,NA
"24","FULL","SOLE","CV","Non-Pelagic Trawl","CGOA Rockfish","GOA",127.101889439358,9.32606040441294,3.06211723534558,2.08964264082374,49.1787084306769,14.579561244684,11.4391700495423,0.839345436397164,0.275590551181102,0.188067837674137,4.42608375876092,1.31216051202156,1.69915157461037,0.124674702248468,0.0409356725146199,0.0279352226720648,0.657441681125892,0.194905713481565,1.21825961953196,0.0893894091592787,0.0293501048218029,0.0200290275761974,0.471373280807243,0.13974371909999
"25","FULL","SOLE","CV","Non-Pelagic Trawl","Open Access","BSAI",58.2877995881894,31.4512379616875,NA,16.8610340236449,NA,20.9542151834364,5.24590196293705,2.83061141655187,NA,1.51749306212804,NA,1.88587936650928,0.937462110043379,0.505840743883807,NA,0.271181630546956,NA,0.337013627533602,0.937462110043379,0.505840743883807,NA,0.271181630546956,NA,0.337013627533602
"26","FULL","SOLE","CV","Non-Pelagic Trawl","Open Access","GOA",38.2775119617225,23.3100233100233,NA,NA,NA,NA,3.44497607655502,2.0979020979021,NA,NA,NA,NA,0.210526315789474,0.128205128205128,NA,NA,NA,NA,0.210526315789474,0.128205128205128,NA,NA,NA,NA
"27","FULL","SOLE","CV","Pelagic Trawl","AFA","BSAI",55.5132600452008,9.88207815826437,2.12114070233325,3.55328533212486,2.01417719683098,7.0954127903834,4.99619340406808,0.889387034243793,0.190902663209993,0.319795679891237,0.181275947714788,0.638587151134506,2.01318600317767,0.358373142098425,0.0769230769230769,0.128859740719707,0.0730440499671269,0.257314841620485,1.67646094214795,0.298431726871998,0.0640569395017794,0.107306688001465,0.0608267177662195,0.214276416153714
"28","FULL","SOLE","CV","Pelagic Trawl","CGOA Rockfish","GOA",164.24429276278,12.1986216815214,1.87529301453352,1.16845180136319,20.7802043245081,2.50456914641576,14.7819863486502,1.09787595133693,0.168776371308017,0.105160662122687,1.87021838920573,0.225411223177418,1.0520512806697,0.0781371172573128,0.012012012012012,0.00748440748440748,0.133105633105633,0.0160427807486631,0.884679486017704,0.065706212239104,0.0101010101010101,0.00629370629370629,0.111929736929737,0.0134905201750122
"29","FULL","SOLE","CV","Pelagic Trawl","Open Access","BSAI",18.1623931623932,11.9301994301994,NA,NA,NA,9.72222222222222,1.63461538461538,1.07371794871795,NA,NA,NA,0.875,0.163461538461538,0.107371794871795,NA,NA,NA,0.0875,0.145299145299145,0.0954415954415954,NA,NA,NA,0.0777777777777778
"30","FULL","SOLE","CV","Pelagic Trawl","Open Access","GOA",64.327485380117,NA,NA,NA,NA,NA,5.78947368421053,NA,NA,NA,NA,NA,0.128654970760234,NA,NA,NA,NA,NA,0.128654970760234,NA,NA,NA,NA,NA
"31","PARTIAL","SOLE","CV","Hook-and-Line","CDQ","BSAI",31.25,NA,NA,NA,NA,125,2.8125,NA,NA,NA,NA,11.25,0.2,NA,NA,NA,NA,0.8,0.2,NA,NA,NA,NA,0.8
"32","PARTIAL","SOLE","CV","Hook-and-Line","IFQ","BSAI",87.926950336785,1.05559465165377,65.0510204081633,NA,NA,6.37755102040816,7.91342553031065,0.0950035186488389,5.85459183673469,NA,NA,0.573979591836735,0.861684113300493,0.0103448275862069,0.6375,NA,NA,0.0625,0.662833933308071,0.00795755968169761,0.490384615384615,NA,NA,0.0480769230769231
"33","PARTIAL","SOLE","CV","Hook-and-Line","IFQ","GOA",50.2598558999014,6.61072463284565,37.2641509433962,0.628930817610063,5.66037735849057,56.3014029995162,4.52338703099113,0.594965216956108,3.35377358490566,0.0566037735849057,0.509433962264151,5.06712626995646,1.05148909053741,0.138303317976639,0.779605263157895,0.0131578947368421,0.118421052631579,1.17788461538462,0.327512995413292,0.0430780826484614,0.242827868852459,0.00409836065573771,0.0368852459016393,0.36688209331652
"34","PARTIAL","SOLE","CV","Hook-and-Line","Open Access","GOA",54.0540540540541,NA,NA,NA,27.027027027027,432.432432432432,4.86486486486486,NA,NA,NA,2.43243243243243,38.9189189189189,0.25,NA,NA,NA,0.125,2,0.222222222222222,NA,NA,NA,0.111111111111111,1.77777777777778
"35","PARTIAL","SOLE","CV","Non-Pelagic Trawl","Open Access","BSAI",126.640738940204,17.8658240155566,NA,4.13223140495868,24.7933884297521,49.5867768595041,11.3976665046184,1.6079241614001,NA,0.371900826446281,2.23140495867769,4.46280991735537,1.33248081841432,0.187979539641944,NA,0.0434782608695652,0.260869565217391,0.521739130434783,0.957720588235294,0.135110294117647,NA,0.03125,0.1875,0.375
"36","PARTIAL","SOLE","CV","Non-Pelagic Trawl","Open Access","GOA",55.2784204099994,9.86842105263158,NA,19.4508009153318,19.7368421052632,95.7742914979757,4.97505783689994,0.888157894736842,NA,1.75057208237986,1.77631578947368,8.61968623481781,0.381923631923632,0.0681818181818182,NA,0.134387351778656,0.136363636363636,0.661713286713287,0.236685067670983,0.0422535211267606,NA,0.0832823025107165,0.0845070422535211,0.410075839653304
"37","PARTIAL","SOLE","CV","Pelagic Trawl","AFA","BSAI",NA,NA,NA,NA,NA,15.1515151515152,NA,NA,NA,NA,NA,1.36363636363636,NA,NA,NA,NA,NA,0.0227272727272727,NA,NA,NA,NA,NA,0.0227272727272727
"38","PARTIAL","SOLE","CV","Pelagic Trawl","Open Access","GOA",49.958610586737,5.0338757677452,NA,4.39930734309917,11.8406889128095,27.9155720490489,4.49627495280633,0.453048819097068,NA,0.395937660878926,1.06566200215285,2.5124014844144,0.635774647055872,0.0640612409347301,NA,0.0559857057772484,0.150684931506849,0.35525433470639,0.241726818932701,0.0243566176470588,NA,0.021286231884058,0.0572916666666667,0.135070658508158
"39","PARTIAL","SOLE","CV","Pot","IFQ","BSAI",250,NA,625,NA,125,NA,22.5,NA,56.25,NA,11.25,NA,1,NA,2.5,NA,0.5,NA,1,NA,2.5,NA,0.5,NA
"40","PARTIAL","SOLE","CV","Pot","IFQ","GOA",41.2388346272644,10.5954651409197,33.0578512396694,NA,NA,NA,3.71149511645379,0.953591862682772,2.97520661157025,NA,NA,NA,0.293523469994058,0.0754147812971342,0.235294117647059,NA,NA,NA,0.277216610549944,0.0712250712250712,0.222222222222222,NA,NA,NA
"41","PARTIAL","SOLE","CV","Pot","Open Access","BSAI",123.674911660777,28.2685512367491,NA,NA,14.1342756183746,NA,11.13074204947,2.54416961130742,NA,NA,1.27208480565371,NA,1.16666666666667,0.266666666666667,NA,NA,0.133333333333333,NA,0.74468085106383,0.170212765957447,NA,NA,0.0851063829787234,NA
"42","PARTIAL","SOLE","CV","Pot","Open Access","GOA",NA,25.6410256410256,NA,NA,NA,NA,NA,2.30769230769231,NA,NA,NA,NA,NA,0.142857142857143,NA,NA,NA,NA,NA,0.142857142857143,NA,NA,NA,NA
